ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
AC6F5E6EB508F995,classic_bike,35:02.1,39:16.7,Madison St & Seneca Ave,4880.11,61 St & 60 Ln,4830.02,40.70183,-73.90625,40.70055,-73.8943,member
A3CE2D86D7168396,electric_bike,17:53.3,26:55.8,E 48 St & 5 Ave,6626.01,W 56 St & 10 Ave,6955.01,40.75724568,-73.97805914,40.768254,-73.988639,member
5AFEE6A9B2C6D156,electric_bike,59:39.2,20:15.4,E 48 St & 5 Ave,6626.01,E 81 St & York Ave,7084.12,40.75724568,-73.97805914,40.7728384,-73.94989233,member
27C69BA59216677F,classic_bike,50:23.2,53:48.5,Washington Ave & Empire Blvd,3704.01,Sterling St & Nostrand Ave,3657.06,40.66314,-73.9605695,40.66318,-73.95076,member
A28F3DF99B819B7C,electric_bike,59:25.6,06:41.2,Frederick Douglass Blvd & W 145 St,7954.12,Frederick Douglass Blvd & W 129 St,7795.09,40.823061,-73.941928,40.8125511,-73.9492286,member
E20B3C3762345912,electric_bike,10:51.9,16:12.0,3 Ave & E 62 St,6830.04,E 77 St & 3 Ave,7092.06,40.76313,-73.96527,40.77314236,-73.95856158,member
1F8F99ED4E2BAF97,classic_bike,29:12.2,31:35.7,E 72 St & York Ave,6889.12,2 Ave & E 72 St,6925.09,40.76663814,-73.95348296,40.76876203,-73.95840794,member
8E91E67F579DDB42,classic_bike,44:06.0,48:36.1,Lenox Ave & W 126 St,7720.03,Lenox Ave & W 115 St,7627.1,40.808442,-73.9452087,40.8011939,-73.9500739,member
0FCBC230C3C24D4C,electric_bike,09:59.8,13:05.5,W 42 St & Dyer Ave,6644.07,W 44 St & 11 Ave,6756.05,40.75898481,-73.99379969,40.762009,-73.996975,member
0C8C2DCF0411ACE8,classic_bike,58:22.9,01:15.1,E 72 St & York Ave,6889.12,2 Ave & E 72 St,6925.09,40.76663814,-73.95348296,40.76876203,-73.95840794,member
0E74048958FA5775,electric_bike,40:33.7,51:06.2,E 51 St & 1 Ave,6532.06,E 77 St & 3 Ave,7092.06,40.75455731,-73.96592976,40.77314236,-73.95856158,member
FDE2FFE155905662,electric_bike,43:55.9,49:41.9,Broadway & W 48 St,6708.04,Broadway & W 58 St,6948.1,40.7601774,-73.98486793,40.76695317,-73.98169333,casual
B11D14E7E63429D4,electric_bike,05:34.9,11:52.8,Convent Ave & W 135 St,7860.08,W 140 St & Riverside Dr,7981.27,40.818215,-73.950988,40.824013,-73.954743,casual
079A81F67A2CFD40,electric_bike,34:43.2,45:26.9,Convent Ave & W 135 St,7860.08,Lenox Ave & W 115 St,7627.1,40.818215,-73.950988,40.8011939,-73.9500739,casual
038DE11D58541AA8,classic_bike,04:24.1,07:46.3,Lenox Ave & W 126 St,7720.03,Lenox Ave & W 115 St,7627.1,40.808442,-73.9452087,40.8011939,-73.9500739,member
A783FF326601AB57,electric_bike,50:38.5,56:52.3,3 Ave & E 62 St,6830.04,Broadway & W 58 St,6948.1,40.76313,-73.96527,40.76695317,-73.98169333,member
DDB206FD6A4A0D08,classic_bike,34:33.1,39:48.7,E 72 St & York Ave,6889.12,E 81 St & York Ave,7084.12,40.76663814,-73.95348296,40.7728384,-73.94989233,member
E8CB1D047F05F201,classic_bike,51:27.4,04:50.7,Sterling Pl & Classon Ave,4033.18,Lexington Ave & Classon Ave,4452.03,40.6739411,-73.96026,40.68676793,-73.95928168,member
2E7BA63B1ABE1442,electric_bike,03:14.6,08:09.6,W 42 St & Dyer Ave,6644.07,W 56 St & 10 Ave,6955.01,40.75898481,-73.99379969,40.768254,-73.988639,member
A55A23260807004B,classic_bike,09:51.0,38:39.0,6 Ave & Walker St,5430.1,9 Ave & W 45 St,6717.06,40.71979209,-74.00522389,40.76019252,-73.9912551,member
7429375B80269C46,electric_bike,13:32.6,23:58.8,W 52 St & 6 Ave,6740.01,2 Ave & E 72 St,6925.09,40.76132983,-73.97982001,40.76876203,-73.95840794,member
624BE6E638F14579,electric_bike,03:16.2,15:40.6,Evergreen Ave & Noll St,4873.08,Lexington Ave & Classon Ave,4452.03,40.70106,-73.93318,40.68676793,-73.95928168,member
F4EC81DDC1569879,electric_bike,32:32.6,36:45.6,7 St & 3 Ave,3996.01,Carroll St & 6 Ave,4019.06,40.67260298,-73.98983002,40.6740886,-73.9787282,member
843C162CDB735A0C,classic_bike,57:38.6,04:54.8,E 88 St & 1 Ave,7235.13,E 81 St & York Ave,7084.12,40.778301,-73.9488134,40.7728384,-73.94989233,member
6491BA293B0DF7F8,electric_bike,59:54.1,14:01.9,E 115 St & Madison Ave,7599.02,2 Ave & E 72 St,6925.09,40.7989445,-73.944846,40.76876203,-73.95840794,casual
946BBE473024AC12,electric_bike,19:46.9,27:13.6,Watts St & Greenwich St,5578.02,Vesey Pl & River Terrace,5297.02,40.72405549,-74.00965965,40.7153379,-74.01658354,casual
FFF8BA2E15CB6BC2,electric_bike,10:28.7,14:28.1,North Moore St & Greenwich St,5470.12,Vesey Pl & River Terrace,5297.02,40.72019521,-74.01030064,40.7153379,-74.01658354,casual
4347457D47A4D6B0,classic_bike,45:40.5,59:30.2,34 Ave & 89 St,6552.07,Bulova Ave & Brooklyn Queens Expressway W,6766.03,40.75437,-73.87833,40.762507,-73.902534,casual
0CB3280B7E7575DA,electric_bike,01:42.7,04:51.3,North Moore St & Greenwich St,5470.12,Vesey Pl & River Terrace,5297.02,40.72019521,-74.01030064,40.7153379,-74.01658354,casual
0A3ADA23D6BCC34F,classic_bike,15:20.9,22:07.8,73 St & 25 Ave,6757.03,Bulova Ave & Brooklyn Queens Expressway W,6766.03,40.76205,-73.895,40.762507,-73.902534,member
D65226E58DB70C9F,electric_bike,09:22.8,48:18.7,2 Ave & E 72 St,6925.09,2 Ave & E 72 St,6925.09,40.76876203,-73.95840794,40.76876203,-73.95840794,member
CF24B9DF3A01270B,electric_bike,39:25.8,49:15.1,E 56 St & Madison Ave,6732.01,E 81 St & York Ave,7084.12,40.761573,-73.972628,40.7728384,-73.94989233,member
78A6F8B9EA5F7349,electric_bike,50:00.2,51:24.5,E 158 St & Melrose Ave,7957.11,E 156 St & Brook Ave,7896.11,40.822215,-73.914688,40.819823,-73.912411,member
43212DB72CC9F398,electric_bike,50:55.8,02:40.0,8 Ave & W 16 St,6072.11,W 44 St & 11 Ave,6756.05,40.740983,-74.001702,40.762009,-73.996975,member
F04E795BF6B5EC9C,electric_bike,57:46.2,10:51.9,56 St & Arnold Ave,5289.05,Central Ave & Covert St,4550.05,40.71484,-73.909,40.68929,-73.90951,casual
0AB6D2AF319512F1,electric_bike,35:22.3,48:30.8,E 27 St & 1 Ave,6004.06,E 77 St & 3 Ave,7092.06,40.739445,-73.976806,40.77314236,-73.95856158,member
9F31C8888BB29897,classic_bike,03:46.4,31:03.1,Great Jones St,5636.11,Broadway & W 58 St,6948.1,40.72743423,-73.99379025,40.76695317,-73.98169333,member
46171A3A89B03BDA,classic_bike,27:04.1,53:40.3,Great Jones St,5636.11,Broadway & W 58 St,6948.1,40.72743423,-73.99379025,40.76695317,-73.98169333,member
16BEC4AB73A34768,classic_bike,10:11.1,40:00.8,Great Jones St,5636.11,Broadway & W 58 St,6948.1,40.72743423,-73.99379025,40.76695317,-73.98169333,member
04D4D77968FD5376,electric_bike,21:37.0,36:02.8,79 St & Woodside Ave,6174.03,Bulova Ave & Brooklyn Queens Expressway W,6766.03,40.74364,-73.88622,40.762507,-73.902534,member
9E886B8D5C1A428F,electric_bike,40:37.1,57:33.9,Riverside Dr & W 104 St,7623.13,9 Ave & W 45 St,6717.06,40.8013434,-73.97114574,40.76019252,-73.9912551,member
54A28F91CD0BE3E4,electric_bike,41:10.5,57:23.9,Riverside Dr & W 104 St,7623.13,9 Ave & W 45 St,6717.06,40.8013434,-73.97114574,40.76019252,-73.9912551,member
FD9775C9397A84B6,electric_bike,30:31.7,34:19.0,E 160 St & Tinton Ave,7931.05,Prospect Ave & E 167 St,8008.03,40.820302,-73.903944,40.826303,-73.898751,member
AA05CACC4433FDE8,classic_bike,55:04.8,00:29.7,E 81 St & York Ave,7084.12,2 Ave & E 72 St,6925.09,40.7728384,-73.94989233,40.76876203,-73.95840794,member
7ED7AC59E3375953,electric_bike,55:27.7,03:44.5,Vesey Pl & River Terrace,5297.02,Vesey Pl & River Terrace,5297.02,40.7153379,-74.01658354,40.7153379,-74.01658354,casual
A12FF1338F0360F5,electric_bike,05:00.1,10:03.0,7 St & 3 Ave,3996.01,Carroll St & 6 Ave,4019.06,40.67260298,-73.98983002,40.6740886,-73.9787282,member
9BC3EFBCF692325A,classic_bike,28:59.7,48:49.5,Warren St & Court St,4413.08,10 St & 5 Ave,3842.08,40.686371,-73.99383324,40.6686273,-73.98700053,member
C801EAC759635646,classic_bike,50:18.8,53:55.6,Wythe Ave & N 13 St,5558.04,Banker St & Meserole Ave,5633.04,40.722767,-73.957021,40.72606,-73.95621,member
0B32629E8FAF036C,electric_bike,28:24.6,38:03.1,Central Park W & W 91 St,7453.01,2 Ave & E 72 St,6925.09,40.78866499,-73.96680057,40.76876203,-73.95840794,member
EA7E09BEBA9B61D7,electric_bike,05:04.1,12:23.4,Carlton Ave & Dean St,4199.12,Lexington Ave & Classon Ave,4452.03,40.6809741,-73.9710097,40.68676793,-73.95928168,member
3A550A54E73BDBA5,electric_bike,31:52.5,45:02.4,W 84 St & Amsterdam Ave,7409.04,Broadway & W 58 St,6948.1,40.78621,-73.9756,40.76695317,-73.98169333,member
2E78567182B380C3,electric_bike,14:57.3,36:15.6,W 84 St & Amsterdam Ave,7409.04,9 Ave & W 45 St,6717.06,40.78621,-73.9756,40.76019252,-73.9912551,member
FCACB051C737215B,classic_bike,39:39.5,51:49.8,W 54 St & 11 Ave,6955.05,9 Ave & W 45 St,6717.06,40.768333,-73.992573,40.76019252,-73.9912551,member
ADAF767A1252C715,electric_bike,31:21.8,36:06.7,W 54 St & 11 Ave,6955.05,Broadway & W 58 St,6948.1,40.768333,-73.992573,40.76695317,-73.98169333,member
F6BA762A82555A0D,electric_bike,17:38.1,37:30.0,W 84 St & Amsterdam Ave,7409.04,9 Ave & W 45 St,6717.06,40.78621,-73.9756,40.76019252,-73.9912551,member
5B088C54D17F04D5,classic_bike,56:03.0,05:23.4,Carlton Ave & Dean St,4199.12,Bond St & Bergen St,4404.1,40.6809741,-73.9710097,40.6849668,-73.98620772,member
E8461FFFC4876E46,electric_bike,28:42.5,34:00.2,Carlton Ave & Dean St,4199.12,Carroll St & 6 Ave,4019.06,40.6809741,-73.9710097,40.6740886,-73.9787282,member
484AFD148E6CD21C,electric_bike,11:08.3,18:30.2,W 54 St & 11 Ave,6955.05,W 44 St & 11 Ave,6756.05,40.768333,-73.992573,40.762009,-73.996975,member
FCB5BAEBFA73D333,classic_bike,21:52.7,33:05.5,Clarkson Ave & E 37 St,3463.01,Sterling St & Nostrand Ave,3657.06,40.65577,-73.9432,40.66318,-73.95076,member
D370BDCA207B1613,electric_bike,45:31.6,53:56.5,Broadway & W 61 St,7014.12,W 44 St & 11 Ave,6756.05,40.7700301,-73.98196846,40.762009,-73.996975,member
EE8CC8AD809A4ADC,electric_bike,05:21.2,07:35.1,Broadway & W 61 St,7014.12,Broadway & W 58 St,6948.1,40.7700301,-73.98196846,40.76695317,-73.98169333,member
06FCFD41E8CF2465,classic_bike,05:48.3,06:54.6,W 45 St & 8 Ave,6676.02,9 Ave & W 45 St,6717.06,40.75929124,-73.98859651,40.76019252,-73.9912551,member
3685E9CF438F3DCF,electric_bike,04:18.8,17:46.5,Grand St & Greene St,5500.02,Vesey Pl & River Terrace,5297.02,40.72170005,-74.00238141,40.7153379,-74.01658354,member
D5295C66B79EC9AD,classic_bike,35:25.8,39:02.9,Southern Blvd & E 175 St,8196.02,E 179 St & Southern Blvd,8288.11,40.839335,-73.886445,40.84467,-73.88507,member
8EA5DAB450AA778B,electric_bike,17:37.1,55:12.5,3 Ave & E 72 St,7028.04,2 Ave & E 72 St,6925.09,40.7699426,-73.96060712,40.76876203,-73.95840794,casual
6BDBA7EADBC4C1D6,electric_bike,35:24.9,42:29.2,9 Ave & W 39 St,6644.08,W 56 St & 10 Ave,6955.01,40.75640352,-73.99410143,40.768254,-73.988639,member
5657A7C00503BFC6,electric_bike,18:14.1,23:08.3,E 84 St & 1 Ave,7180.02,2 Ave & E 72 St,6925.09,40.77565541,-73.95068615,40.76876203,-73.95840794,member
B813DEFDA6972071,classic_bike,24:41.4,38:44.7,W 4 St & 7 Ave S,5880.02,Vesey Pl & River Terrace,5297.02,40.73401143,-74.00293877,40.7153379,-74.01658354,member
5C606B8BCDA85B09,electric_bike,09:58.6,18:44.7,Broadway & W 29 St,6289.06,Broadway & W 58 St,6948.1,40.7462009,-73.98855723,40.76695317,-73.98169333,member
1EC075456683D282,electric_bike,41:33.1,48:30.1,Riverside Dr & W 104 St,7623.13,W 140 St & Riverside Dr,7981.27,40.8013434,-73.97114574,40.824013,-73.954743,member
AC0CE37682F79AA3,electric_bike,44:38.4,52:11.9,Riverside Dr & W 104 St,7623.13,W 140 St & Riverside Dr,7981.27,40.8013434,-73.97114574,40.824013,-73.954743,member
DF0980176CBD1C09,electric_bike,20:35.5,30:35.5,W 44 St & 5 Ave,6551.02,Broadway & W 58 St,6948.1,40.75500254,-73.98014437,40.76695317,-73.98169333,member
6072BE40676A5AC9,electric_bike,09:01.8,14:00.8,W 42 St & 6 Ave,6517.08,W 44 St & 11 Ave,6756.05,40.75492,-73.98455,40.762009,-73.996975,member
CA39AE7A66F291B2,electric_bike,27:41.7,33:23.5,W 42 St & 6 Ave,6517.08,W 44 St & 11 Ave,6756.05,40.75492,-73.98455,40.762009,-73.996975,member
F5F071B7121C7593,electric_bike,08:47.0,15:21.4,36 St & 3 Ave,3460.02,50 St & 7 Ave,3038.08,40.655716,-74.006664,40.642501,-74.006055,member
45C97D543A8F81DA,electric_bike,36:16.5,41:18.0,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
0AAB32871B58887A,electric_bike,21:43.7,31:14.9,W 64 St & Thelonious Monk Circle,7123.04,9 Ave & W 45 St,6717.06,40.77515953,-73.98918696,40.76019252,-73.9912551,member
5C40EE4E205ACEB3,classic_bike,23:03.0,30:28.3,S Portland Ave & Hanson Pl,4354.05,Carroll St & 6 Ave,4019.06,40.68539567,-73.97431458,40.6740886,-73.9787282,member
01DD2C05BDA01785,classic_bike,57:03.9,07:45.6,W 42 St & 6 Ave,6517.08,W 44 St & 11 Ave,6756.05,40.75492,-73.98455,40.762009,-73.996975,member
65AD8113042E37FD,electric_bike,35:38.9,44:47.6,Washington Ave & Park Pl,4116.09,Bond St & Bergen St,4404.1,40.675832,-73.963308,40.6849668,-73.98620772,member
B192FC77788F0FBB,classic_bike,33:24.9,38:11.7,8 Ave & W 52 St,6816.07,9 Ave & W 45 St,6717.06,40.76370739,-73.9851615,40.76019252,-73.9912551,member
69C6F95A0B5EA9C9,electric_bike,15:02.9,19:17.5,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
A855157F1B9B1192,electric_bike,21:54.6,31:21.5,9 Ave & W 18 St,6190.08,9 Ave & W 45 St,6717.06,40.74317449,-74.00366443,40.76019252,-73.9912551,member
012D1F89B2E272ED,electric_bike,06:25.5,10:48.3,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
FBAEF8CFFED748B2,electric_bike,18:41.7,25:56.2,W 64 St & Thelonious Monk Circle,7123.04,W 44 St & 11 Ave,6756.05,40.77515953,-73.98918696,40.762009,-73.996975,member
18FD42C64BE59FB8,classic_bike,40:29.5,45:32.6,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
F4BDC14B1895A360,classic_bike,43:32.6,48:05.8,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
33A965858C428C3D,electric_bike,39:32.9,45:35.8,8 Ave & W 52 St,6816.07,E 56 St & Madison Ave,6732.01,40.76370739,-73.9851615,40.761573,-73.972628,member
093C511F6C27A388,classic_bike,41:30.5,45:16.2,8 Ave & W 52 St,6816.07,Broadway & W 58 St,6948.1,40.76370739,-73.9851615,40.76695317,-73.98169333,member
A6807F6A5633180D,classic_bike,53:09.7,55:14.1,8 Ave & W 52 St,6816.07,Broadway & W 58 St,6948.1,40.76370739,-73.9851615,40.76695317,-73.98169333,member
C53445583AEB8C2F,electric_bike,31:37.6,54:01.0,Washington Ave & Park Pl,4116.09,Vesey Pl & River Terrace,5297.02,40.675832,-73.963308,40.7153379,-74.01658354,member
5ED24B1C7ACD8203,electric_bike,19:00.9,27:12.8,Eastern Pkwy & Franklin Ave (NE Corner),3919.07,Lexington Ave & Classon Ave,4452.03,40.6707767,-73.9576801,40.68676793,-73.95928168,member
5C8D456E127AF101,electric_bike,40:42.8,50:44.2,W 42 St & 6 Ave,6517.08,E 56 St & Madison Ave,6732.01,40.75492,-73.98455,40.761573,-73.972628,member
474F30A40CB86E21,electric_bike,29:45.9,37:57.9,W 64 St & Thelonious Monk Circle,7123.04,Broadway & W 58 St,6948.1,40.77515953,-73.98918696,40.76695317,-73.98169333,member
26C673A0914148AB,electric_bike,42:56.0,51:46.7,Eastern Pkwy & Franklin Ave (NE Corner),3919.07,Lexington Ave & Classon Ave,4452.03,40.6707767,-73.9576801,40.68676793,-73.95928168,member
6C5F5B00883AE858,electric_bike,43:38.6,47:16.5,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,casual
86896F1507001783,electric_bike,55:14.9,58:09.1,8 Ave & W 52 St,6816.07,W 56 St & 10 Ave,6955.01,40.76370739,-73.9851615,40.768254,-73.988639,member
DAD5CAC526734380,electric_bike,39:12.9,43:37.4,Broadway & W 56 St,6847.02,W 56 St & 10 Ave,6955.01,40.7652654,-73.98192338,40.768254,-73.988639,member
9B877FC15D29A178,electric_bike,34:53.8,41:00.8,W 47 St & 6 Ave,6667.04,W 44 St & 11 Ave,6756.05,40.758397,-73.98255,40.762009,-73.996975,casual
5B9427E1B619041D,electric_bike,07:23.2,32:58.9,Eastern Pkwy & Franklin Ave (NE Corner),3919.07,Fulton St & Williams Ave,4120.02,40.6707767,-73.9576801,40.67709,-73.9008,casual
832FA990F7B1B7E8,electric_bike,50:43.3,55:29.9,W 64 St & Thelonious Monk Circle,7123.04,Broadway & W 58 St,6948.1,40.77515953,-73.98918696,40.76695317,-73.98169333,member
19450E684EB953C9,electric_bike,51:23.2,56:29.7,W 42 St & 6 Ave,6517.08,Broadway & W 58 St,6948.1,40.75492,-73.98455,40.76695317,-73.98169333,casual
FC421831E7D9A655,electric_bike,58:10.6,02:37.9,W 64 St & Thelonious Monk Circle,7123.04,Broadway & W 58 St,6948.1,40.77515953,-73.98918696,40.76695317,-73.98169333,casual
AFF54F91E686321D,electric_bike,41:11.3,54:55.2,Grand Concourse & E 144 St,7845.06,University Ave & Brandt Pl,8366.07,40.816576,-73.927987,40.848354,-73.918389,casual
AEA26E290A96F338,electric_bike,40:53.3,45:02.1,Union Ave & N 12 St,5411.07,Banker St & Meserole Ave,5633.04,40.71924,-73.95242,40.72606,-73.95621,member
40B8A5362B25EF4E,electric_bike,42:39.0,45:51.7,W 64 St & Thelonious Monk Circle,7123.04,W 56 St & 10 Ave,6955.01,40.77515953,-73.98918696,40.768254,-73.988639,member
CEC38FD153BFC795,electric_bike,31:42.3,36:43.7,Franklin St & W Broadway,5430.08,Vesey Pl & River Terrace,5297.02,40.71911552,-74.00666661,40.7153379,-74.01658354,member
55D6360C037C9D1A,electric_bike,13:03.4,21:54.9,8 Ave & W 52 St,6816.07,9 Ave & W 45 St,6717.06,40.76370739,-73.9851615,40.76019252,-73.9912551,member
6619283285AEF71B,electric_bike,04:05.2,06:55.5,W 64 St & Thelonious Monk Circle,7123.04,W 56 St & 10 Ave,6955.01,40.77515953,-73.98918696,40.768254,-73.988639,member
689230C798D2C85E,classic_bike,08:25.1,15:19.3,Broadway & W 56 St,6847.02,9 Ave & W 45 St,6717.06,40.7652654,-73.98192338,40.76019252,-73.9912551,member
804192BF6A0A8D47,electric_bike,40:11.8,43:20.7,8 Ave & W 52 St,6816.07,W 56 St & 10 Ave,6955.01,40.76370739,-73.9851615,40.768254,-73.988639,member
ED4D561FF31D2CE9,electric_bike,40:35.9,42:49.0,8 Ave & W 52 St,6816.07,9 Ave & W 45 St,6717.06,40.76370739,-73.9851615,40.76019252,-73.9912551,member
21A3D9052B99FA8D,electric_bike,19:49.5,23:08.5,8 Ave & W 52 St,6816.07,9 Ave & W 45 St,6717.06,40.76370739,-73.9851615,40.76019252,-73.9912551,member
9601CF23C35D8ECC,electric_bike,11:50.5,29:05.2,Franklin St & W Broadway,5430.08,9 Ave & W 45 St,6717.06,40.71911552,-74.00666661,40.76019252,-73.9912551,member
2DB3FA8F8313F25F,electric_bike,24:27.5,34:31.4,Broadway & W 56 St,6847.02,W 44 St & 11 Ave,6756.05,40.7652654,-73.98192338,40.762009,-73.996975,member
FD5D07D252FC7847,electric_bike,45:30.5,57:10.0,Eastern Pkwy & Franklin Ave (NE Corner),3919.07,Carroll St & 6 Ave,4019.06,40.6707767,-73.9576801,40.6740886,-73.9787282,member
F691A9681FCDE151,electric_bike,59:34.8,05:58.4,Little West St & 1 Pl,5001.08,Vesey Pl & River Terrace,5297.02,40.70569254,-74.01677685,40.7153379,-74.01658354,member
E6D13D36A6DF1077,electric_bike,43:40.1,55:22.1,E 4 St & 2 Ave,5593.04,Vesey Pl & River Terrace,5297.02,40.7262807,-73.98978041,40.7153379,-74.01658354,member
6FE312CBD7869C2C,electric_bike,58:39.7,03:40.6,Broadway & W 56 St,6847.02,E 56 St & Madison Ave,6732.01,40.7652654,-73.98192338,40.761573,-73.972628,member
0ABC363334CABD00,electric_bike,11:02.1,17:20.7,9 Ave & W 18 St,6190.08,W 44 St & 11 Ave,6756.05,40.74317449,-74.00366443,40.762009,-73.996975,member
7862021800A8D541,electric_bike,32:37.0,52:34.3,W 42 St & 6 Ave,6517.08,Vesey Pl & River Terrace,5297.02,40.75492,-73.98455,40.7153379,-74.01658354,member
